,O,H,L,C,V,UD,委買張數,委買筆數,委賣張數,委賣筆數,自營cbc,自營cbv,自營csc,自營csv,自營cbsc,自營cbsv,自營cbcoi,自營cbvoi,自營cscoi,自營csvoi,自營cbscoi,自營cbsvoi,自營pbc,自營pbv,自營psc,自營psv,自營pbsc,自營pbsv,自營pbcoi,自營pbvoi,自營pscoi,自營psvoi,自營pbscoi,自營pbsvoi,外資cbc,外資cbv,外資csc,外資csv,外資cbsc,外資cbsv,外資cbcoi,外資cbvoi,外資cscoi,外資csvoi,外資cbscoi,外資cbsvoi,外資pbc,外資pbv,外資psc,外資psv,外資pbsc,外資pbsv,外資pbcoi,外資pbvoi,外資pscoi,外資psvoi,外資pbscoi,外資pbsvoi,自營bc,自營bv,自營sc,自營sv,自營bsc,自營bsv,自營oibc,自營oibv,自營oisc,自營oisv,自營oibsc,自營oibsv,外資bc,外資bv,外資sc,外資sv,外資bsc,外資bsv,外資oibc,外資oibv,外資oisc,外資oisv,外資oibsc,外資oibsv,opwcp,opwp,opmcp,opmp
20190305,10323.25,10334.34,10295.44,10305.26,3849628.0,-44.62,184043.0,1047549.0,204179.0,3385761.0,125952,178458,125966,173902,-14,4556,80064,250145,108297,205022,-28233,45123,113563,179753,119705,191804,-6142,-12051,108991,234283,117280,211851,-8289,22432,47197,112355,38612,102264,8585,10091,96712,400198,28203,260601,68509,139597,52020,143689,48175,144518,3845,-829,119227,215331,111680,268011,7547,-52680,11197,23004894,11938,24529041,-741,-1524147,11753,24110133,13500,27707461,-1747,-3597328,53682,110301100,50600,103961115,3082,6339985,67529,138744326,14317,29394764,53212,109349562,54.5,10300,113.5,10300
20190306,10328.18,10359.12,10327.9,10357.15,3721482.0,51.89,175956.0,894312.0,196946.0,3406318.0,140142,216430,140539,196037,-397,20393,72683,277659,82297,213523,-9614,64136,154410,174668,173854,220941,-19444,-46274,85518,159565,112948,177941,-27430,-18376,50420,108150,41529,98772,8891,9378,94247,453335,23023,283349,71224,169986,52420,112480,47051,103266,5369,9214,112643,188287,110122,226394,2521,-38107,12331,25423915,14171,29218771,-1840,-3794857,11088,22846818,14672,30254473,-3584,-7407655,49244,101528532,44239,91205385,5005,10323147,70388,145279454,12171,25098814,58217,120180640,60.1,10400,91.5,10400
20190307,10359.47,10367.98,10299.46,10311.68,4255934.0,-45.47,183467.0,1078072.0,200973.0,3529696.0,129363,214034,132399,268020,-3036,-53986,93631,241433,106281,221531,-12650,19902,148902,260833,138980,275210,9922,-14377,113552,236234,131060,288932,-17508,-52698,29101,84315,33319,107663,-4218,-23348,96950,374586,29944,261314,67006,113272,47668,147535,41590,135112,6078,12423,129069,291826,120470,320499,8599,-28673,11757,24219619,12491,25715562,-734,-1495943,11788,24151525,16106,33019595,-4318,-8868070,42830,88266207,42231,87038960,599,1227247,70349,144341993,11556,23688759,58793,120653234,125.0,10300,147.0,10300
20190308,10274.28,10274.28,10204.21,10241.75,4236997.0,-69.93,167485.0,934511.0,195946.0,3341268.0,170358,238453,191734,258333,-21376,-19880,92988,200303,127014,193372,-34026,6931,176135,392178,167611,359525,8524,32652,122121,274952,131105,322954,-8984,-48002,52861,146286,41534,129171,11327,17115,109164,319772,30831,213890,78333,105882,69929,229270,57952,193962,11977,35308,145513,371704,124937,364944,20576,6760,16738,34165742,16196,33059634,542,1106108,12729,25933183,16561,33754986,-3832,-7821803,62329,127278519,64922,132566149,-2593,-5287630,70137,143066173,13937,28407867,56200,114658306,107.5,10200,134.5,10200
20190311,10224.27,10269.3,10214.02,10250.28,3685621.0,8.53,164643.0,911295.0,207198.0,3598594.0,97746,143362,105699,145582,-7953,-2220,93818,214057,135797,210518,-41979,3539,125976,202493,127667,207331,-1691,-4838,130471,233112,141146,267693,-10675,-34581,36364,94899,31007,88512,5357,6387,113543,339674,29853,223138,83690,116536,52876,148819,49269,137111,3607,11708,149738,324806,125555,317299,24183,7507,10466,21346163,9356,19083169,1110,2262995,13174,26907293,15974,32638378,-2800,-5731085,44341,90440334,45433,92659419,-1092,-2219085,69849,142839454,14741,30124235,55108,112715219,84.5,10300,115.0,10300
20190312,10294.37,10382.12,10294.37,10343.33,4159507.0,93.05,182616.0,1046727.0,210244.0,3577923.0,181079,340937,156948,288295,24131,52642,113580,361543,131428,309552,-17848,51991,212677,222346,234941,267100,-22264,-44754,127263,138880,160202,167526,-32939,-28646,58901,183817,47019,158992,11882,24826,123802,540797,28230,309830,95572,230967,47074,105266,43371,100909,3703,4357,153390,193504,125504,198139,27886,-4635,18327,37869695,18443,38115961,-116,-246266,14366,29690577,17283,35734964,-2917,-6044387,50941,105269009,49502,102308259,1439,2960750,69846,144521614,13275,27446928,56571,117074686,74.9,10300,104.9,10300
20190313,10331.27,10373.32,10331.27,10373.32,3662326.0,29.99,183891.0,1053859.0,194926.0,3560201.0,174124,255178,186460,284402,-12336,-29225,88918,299280,121384,301562,-32466,-2282,197933,269278,194521,253218,3412,16060,102137,134819,118078,134168,-15941,651,51185,128942,57205,147289,-6020,-18348,106501,518003,26196,320425,80305,197578,70921,136021,61333,133467,9588,2555,138057,173436,120025,189426,18032,-15990,14052,29041983,12796,26442087,1256,2599896,14157,29300688,15841,32798738,-1684,-3498050,46867,96867583,46057,95190405,810,1677178,69288,143573285,11912,24661695,57376,118911590,35.1,10400,78.0,10400
20190314,10391.3,10407.27,10339.64,10348.65,4066744.0,-24.67,186475.0,1073400.0,204860.0,3479561.0,79136,131686,89732,173769,-10596,-42084,88432,263715,131494,291157,-43062,-27442,114772,176248,107059,163528,7713,12720,120272,171702,128500,155277,-8228,16425,28254,83065,28460,85709,-206,-2643,108868,466536,28769,300720,80099,165816,42564,100134,38260,105640,4304,-5506,148550,193313,126214,215226,22336,-21913,12627,26158223,11274,23349872,1353,2808350,13861,28617404,14025,28963038,-164,-345634,43406,89938265,49415,102394677,-6009,-12456412,66823,138119313,15457,31929245,51366,106190068,121.0,10300,204.0,10300
20190315,10374.66,10439.24,10370.0,10439.24,5057992.0,90.59,182246.0,1052885.0,203480.0,3372074.0,140505,312768,120989,220204,19516,92565,107096,392702,130642,346689,-23546,46013,169684,199529,189891,236177,-20207,-36648,120653,122582,149088,129154,-28435,-6572,42644,139022,35396,127913,7248,11109,116481,600435,29134,371769,87347,228666,52644,117524,49893,126142,2751,-8618,162726,142709,137639,171308,25087,-28599,16172,33610972,18167,37762884,-1995,-4151912,15751,32762525,17883,37209662,-2132,-4447137,64780,134640917,60302,125362548,4478,9278369,74253,154596284,18400,38292628,55853,116303656,89.5,10400,170.5,10400
20190318,10455.19,10512.7,10445.74,10512.7,4341259.0,73.46,186250.0,959309.0,206804.0,3339316.0,117879,199931,131589,252774,-13710,-52843,112890,474576,150146,478347,-37256,-3771,145920,153029,142461,178611,3459,-25582,123310,95753,148286,118759,-24976,-23006,42453,117403,40733,122221,1720,-4818,122368,746152,33301,450304,89067,295848,44306,100907,46061,94280,-1755,6627,163753,130947,140421,150952,23332,-20005,19437,40623795,16485,34451248,2952,6172547,16341,34205943,15013,31427464,1328,2778479,74991,156746847,74770,156311227,221,435620,79842,167259531,23768,49779434,56074,117480097,73.0,10500,165.0,10500
20190319,10497.4,10525.6,10484.69,10512.32,4254424.0,-0.38,200651.0,1132944.0,199472.0,3301171.0,118357,197583,117874,159762,483,37821,117557,510577,154330,482906,-36773,27671,149363,138517,152586,147161,-3223,-8644,130001,85714,158200,117603,-28199,-31889,39989,103717,37407,111213,2582,-7496,125875,783887,34226,481003,91649,302884,40273,81281,40421,84765,-148,-3484,170612,124209,147428,146894,23184,-22685,22073,46283391,22293,46749323,-220,-465931,14040,29438829,13373,28040100,667,1398729,85190,178655515,83881,175916698,1309,2738817,90983,190963439,33600,70513537,57383,120449902,47.0,10500,144.5,10500
20190320,10529.3,10556.81,10506.96,10551.56,4262209.0,39.24,195106.0,1099414.0,209945.0,3312943.0,178641,367299,170686,290438,7955,76861,55685,237377,48598,150156,7087,87221,158919,177640,178325,227566,-19406,-49926,50273,74632,58624,153955,-8351,-79323,56153,149825,51550,161413,4603,-11588,48881,240772,10235,101764,38646,139008,46854,105677,48076,104209,-1222,1467,66259,117443,84778,142154,-18519,-24711,17844,37515708,20884,43927705,-3040,-6411997,8777,18415333,12270,25769006,-3493,-7353673,58589,123141749,55882,117471988,2707,5669761,74174,155945718,17472,36715837,56702,119229881,54.1,10600,84.5,10600
20190321,10563.93,10612.34,10551.67,10609.55,4118769.0,57.99,200148.0,1149857.0,208216.0,3384177.0,105934,277274,99576,251766,6358,25508,68523,316033,55078,174893,13445,141140,118553,223241,130054,258641,-11501,-35400,66065,90107,85917,163297,-19852,-73190,41790,117401,31576,109151,10214,8250,61356,322869,12496,136255,48860,186614,34822,95774,36189,107147,-1367,-11373,72017,98461,91903,130314,-19886,-31853,11942,25200340,12581,26545692,-639,-1345351,9847,20811320,13966,29542348,-4119,-8731028,44922,94804797,39123,82562192,5799,12242605,80320,170058681,16818,35589282,63502,134469399,103.0,10600,168.0,10600
20190322,10642.57,10667.94,10589.47,10639.07,4758440.0,29.52,213020.0,1242831.0,209507.0,2835787.0,115233,253465,128274,281913,-13041,-28448,68934,324350,68530,208323,404,116027,145331,240675,134760,210440,10571,30235,74607,112637,83888,142448,-9281,-29811,46040,147743,38834,139112,7206,8631,69537,347096,13471,143787,56066,203309,42439,114028,47185,126502,-4746,-12474,72549,88530,97181,129528,-24632,-40998,14409,30573372,12788,27133144,1621,3440228,10717,22707406,13215,28016292,-2498,-5308886,49803,105699698,54084,114781446,-4281,-9081749,76630,162628170,17409,36928030,59221,125700140,97.5,10600,157.5,10600
20190325,10535.12,10535.12,10458.79,10479.48,4365601.0,-159.59,207085.0,1186943.0,222307.0,3366191.0,146660,229294,164540,244692,-17880,-15397,80444,214910,97920,156903,-17476,58007,154352,359118,151348,346490,3004,12627,86124,268737,92401,338593,-6277,-69856,50102,129194,44036,114777,6066,14417,76773,215276,14641,89247,62132,126029,85597,293434,57819,191185,27778,102249,100412,300517,97266,240957,3146,59560,13673,28638116,16614,34820482,-2941,-6182366,9821,20461369,15268,31836722,-5447,-11375353,52717,110562260,54520,114349141,-1803,-3786881,74525,155537828,17107,35685039,57418,119852789,98.0,10500,168.0,10500
20190326,10506.68,10559.2,10506.68,10559.2,3792998.0,79.72,165678.0,948341.0,221846.0,3455030.0,127174,212122,125940,190701,1234,21421,83463,293496,99705,202737,-16242,90759,147702,203778,152653,217366,-4951,-13587,88080,166029,99308,217041,-11228,-51012,47564,125345,40049,121072,7515,4273,85242,282437,15595,116151,69647,166286,47236,136797,47428,136610,-192,186,103037,194169,100083,173150,2954,21019,13571,28500838,13159,27642978,412,857860,10459,21969696,15516,32619976,-5057,-10650280,45826,96209386,44445,93302055,1381,2907331,76626,161240532,17827,37494465,58799,123746067,67.1,10600,138.0,10600
20190327,10542.68,10556.75,10515.86,10542.7,3945842.0,-16.50,200914.0,1162383.0,211100.0,3447911.0,150812,218311,160306,240158,-9494,-21847,61212,248708,64760,177337,-3548,71371,171385,231579,176736,236117,-5351,-4538,64108,132457,70108,204436,-6000,-71979,70389,163379,62308,156645,8081,6734,68945,275749,10933,109085,58012,166664,67001,143629,66929,152596,72,-8967,91422,189344,104855,183250,-13433,6094,13890,29195333,12998,27317495,892,1877838,9782,20538422,13956,29327239,-4174,-8788817,43362,91177215,44782,94161677,-1420,-2984463,74209,156108759,17818,37464541,56391,118644218,41.1,10500,87.1,10500
20190328,10529.02,10536.26,10499.29,10536.26,3732930.0,-6.44,195560.0,1321332.0,258612.0,3732447.0,99645,177709,98846,203629,799,-25921,77595,249987,80344,210182,-2749,39805,100116,206237,103247,217534,-3131,-11296,79805,159536,88936,253046,-9131,-93510,30505,89479,29904,93096,601,-3617,73531,259613,14918,112906,58613,146707,41528,118417,38017,126855,3511,-8438,101670,219420,111592,218556,-9922,864,10444,21904269,11315,23727858,-871,-1823590,10041,21029574,15083,31616490,-5042,-10586916,46785,98161913,42275,88695657,4510,9466256,77287,162167607,16386,34363423,60901,127804184,132.0,10500,173.0,10500
20190329,10551.99,10641.04,10525.27,10641.04,4653222.0,104.78,186802.0,1270097.0,203131.0,2864545.0,154807,339958,157241,323791,-2434,16167,81754,344139,86937,300360,-5183,43779,198851,326978,189950,316915,8901,10063,99434,117156,99664,164947,-230,-47791,46122,159205,44539,162988,1583,-3783,78894,363988,18698,168277,60196,195711,67027,250192,73034,272539,-6007,-22348,127022,242503,142951,263552,-15929,-21049,17303,36455400,14950,31507914,2353,4947486,12254,25927992,14944,31637873,-2690,-5709881,54654,115113813,57709,121537434,-3055,-6423621,76542,162209749,18696,39603551,57846,122606198,102.5,10600,145.5,10600
20190401,10714.68,10735.07,10627.01,10642.63,5517461.0,1.59,201130.0,1263288.0,207864.0,3428324.0,175257,445730,180998,377430,-5741,68300,79169,405238,90093,305453,-10924,99785,201689,296341,200381,290736,1308,5604,116732,132617,115654,162560,1078,-29943,70332,235067,58868,225979,11464,9088,93634,431363,21974,189152,71660,242211,62842,155413,72068,176307,-9226,-20894,128726,211529,153881,254815,-25155,-43286,13415,28611251,14867,31701812,-1452,-3090561,11050,23469350,15192,32289328,-4142,-8819978,55896,119224862,54976,117250899,920,1973963,76861,163531911,18095,38480880,58766,125051031,92.0,10600,143.0,10600
20190402,10695.47,10728.38,10685.1,10690.3,4610546.0,47.67,210897.0,1253454.0,207691.0,3168453.0,104567,244760,100210,204101,4357,40658,94666,511120,101233,361799,-6567,149321,137064,161074,144476,178737,-7412,-17662,119802,111095,126136,146883,-6334,-35788,37362,119607,37346,122532,16,-2925,91974,477493,20298,206971,71676,270522,44144,90609,51329,113373,-7185,-22764,133394,178943,165734,236917,-32340,-57974,8937,19084564,9458,20198067,-521,-1113502,10924,23283166,15588,33248567,-4664,-9965401,36903,78825358,35462,75743164,1441,3082194,77289,165028746,17082,36455266,60207,128573480,52.0,10700,111.5,10700
